country,year,parity,mean_age_at_birth,n
Cameroon,2018,1,27.409555648128702,9383
Cameroon,2018,2,25.82961657373907,7302
Cameroon,2018,3,24.509084877188677,5560
Cameroon,2018,4,23.403042915675023,4076
Cameroon,2018,5,22.40854396161722,2873
Cameroon,2018,6,21.61919594878844,1950
Cameroon,2018,7,20.823940733840903,1242
Cameroon,2018,8,20.083354423010064,736
Cameroon,2018,9,19.283188877082182,452
Cameroon,2018,10,18.745612115402547,232
Cameroon,2018,11,18.58205729131297,95
Cameroon,2018,12,17.579346984639248,54
Cameroon,2018,13,16.440357176934604,21
Cameroon,2018,14,16.648730194217915,8
Cameroon,2018,15,17.650436084653126,3
Cameroon,2018,16,16.666666666666668,1
Central African Republic,1995,1,26.557326761021784,4388
Central African Republic,1995,2,25.487838231457292,3431
Central African Republic,1995,3,24.645121427731347,2644
Central African Republic,1995,4,23.737590274484532,2011
Central African Republic,1995,5,22.936042182414834,1506
Central African Republic,1995,6,22.15295644009824,1078
Central African Republic,1995,7,21.1804247084612,755
Central African Republic,1995,8,20.525978556925626,484
Central African Republic,1995,9,19.78149920130925,313
Central African Republic,1995,10,18.952323754995977,171
Central African Republic,1995,11,18.537238666722708,86
Central African Republic,1995,12,18.211515663364185,36
Central African Republic,1995,13,17.29499712512537,20
Central African Republic,1995,14,17.830855755403192,6
Central African Republic,1995,15,15.733710163238316,4
Central African Republic,1995,16,15.583333333333334,1
Central African Republic,1995,17,14.666666666666666,1
Central African Republic,1995,18,12.916666666666666,1
Chad,1996,1,27.043184934791153,5865
Chad,1996,2,25.703424045451296,4859
Chad,1996,3,24.50358203834899,4005
Chad,1996,4,23.43374446761481,3249
Chad,1996,5,22.413649715012387,2551
Chad,1996,6,21.46035761251842,1912
Chad,1996,7,20.707265406781005,1330
Chad,1996,8,19.795536988072797,880
Chad,1996,9,19.013031196046665,538
Chad,1996,10,18.247149994030085,314
Chad,1996,11,17.622188943485277,150
Chad,1996,12,17.210652655128612,54
Chad,1996,13,16.28806683175185,19
Chad,1996,14,16.024408660893084,7
Chad,1996,15,14.781290419980172,5
Chad,1996,16,14.583333333333334,1
Chad,2004,1,27.373589082532792,4643
Chad,2004,2,25.81379634416825,3952
Chad,2004,3,24.696746758382552,3323
Chad,2004,4,23.71357601117365,2688
Chad,2004,5,22.825238768906587,2134
Chad,2004,6,22.001006667834922,1622
Chad,2004,7,20.98084063118258,1218
Chad,2004,8,20.1002842922018,835
Chad,2004,9,19.234946434324147,522
Chad,2004,10,18.840910831650366,289
Chad,2004,11,17.819336948743317,146
Chad,2004,12,17.689871808613262,60
Chad,2004,13,20.227900815092323,7
Chad,2004,14,20.536996233482927,4
Chad,2004,15,18.441654097630725,4
Chad,2004,16,21.583333333333332,1
Chad,2014,1,27.661106977455105,14156
Chad,2014,2,26.130481285830307,12430
Chad,2014,3,24.93140671332973,10660
Chad,2014,4,23.95938381388023,8908
Chad,2014,5,23.004233183520764,7170
Chad,2014,6,22.047680305066855,5536
Chad,2014,7,21.155629586438007,4025
Chad,2014,8,20.148536230533697,2776
Chad,2014,9,19.540447348158448,1654
Chad,2014,10,18.861481802200835,954
Chad,2014,11,18.41017236582839,456
Chad,2014,12,17.65489549436019,191
Chad,2014,13,18.164632697146534,47
Chad,2014,14,18.053585273020655,20
Chad,2014,15,16.955860150430595,5
