country,year,parity,mean_age_at_birth,n
Chad,2004,4,25.269291049264446,2688
Chad,2004,5,27.470972349887916,2134
Chad,2004,6,29.531324602261424,1622
Chad,2004,7,31.606079673208026,1218
Chad,2004,8,33.36255680392433,835
Chad,2004,9,34.968868367142825,522
Chad,2004,10,36.34915125157005,289
Chad,2004,11,36.65255338562707,146
Chad,2004,12,38.332959400613014,60
Chad,2004,13,37.51381456832473,7
Chad,2004,14,38.31562271689732,4
Chad,2004,15,41.094101140132935,4
Chad,2004,16,41.333333333333336,1
Chad,2014,1,18.236305136752478,14156
Chad,2014,2,20.647632144567645,12430
Chad,2014,3,22.950787050319303,10660
Chad,2014,4,25.158220047920793,8908
Chad,2014,5,27.265951625826986,7170
Chad,2014,6,29.3485027848888,5536
Chad,2014,7,31.267460092504123,4025
Chad,2014,8,33.09142623487066,2776
Chad,2014,9,34.86141134241068,1654
Chad,2014,10,36.459250479096596,954
Chad,2014,11,37.83054661043383,456
Chad,2014,12,38.901303478137535,191
Chad,2014,13,40.64189626515173,47
Chad,2014,14,40.986539487326496,20
Chad,2014,15,42.77588153519736,5
Chad,2014,16,45.75,1
Comoros,1996,1,20.11873156342183,1695
Comoros,1996,2,22.35048678720445,1438
Comoros,1996,3,24.44290512174643,1191
Comoros,1996,4,26.472511272979535,961
Comoros,1996,5,28.22775607638889,768
Comoros,1996,6,30.007513661202182,610
Comoros,1996,7,31.867416131334764,467
Comoros,1996,8,33.18184156378601,324
Comoros,1996,9,34.53125,200
Comoros,1996,10,35.49066091954023,116
Comoros,1996,11,36.85507246376812,69
Comoros,1996,12,36.916666666666664,38
Comoros,1996,13,38.21590909090909,22
Comoros,1996,14,39.324074074074076,9
Comoros,1996,15,40.416666666666664,3
Comoros,1996,16,42.875,2
Comoros,2012,1,21.061272975186085,2934
Comoros,2012,2,23.127305783936162,2387
Comoros,2012,3,25.239791311084453,1898
Comoros,2012,4,27.290528822946285,1427
Comoros,2012,5,28.86956823764273,1024
Comoros,2012,6,30.75575239519353,713
Comoros,2012,7,32.214593814202445,474
Comoros,2012,8,33.46781466329227,303
Comoros,2012,9,34.828318765906495,173
Comoros,2012,10,35.99223409979019,87
Comoros,2012,11,36.44884129945506,43
Comoros,2012,12,36.59267715557785,19
Comoros,2012,13,38.83162489904689,10
Comoros,2012,14,39.245558610621046,3
Comoros,2012,15,38,1
Comoros,2012,16,38,1
Congo Brazzaville,2005,1,19.215790052397686,5152
Congo Brazzaville,2005,2,22.495419152220958,3830
Congo Brazzaville,2005,3,25.220605917977434,2740
Congo Brazzaville,2005,4,27.71985048150441,1880
Congo Brazzaville,2005,5,30.12065749143727,1273
Congo Brazzaville,2005,6,32.40765639437905,815
Congo Brazzaville,2005,7,34.26901423454557,494
Congo Brazzaville,2005,8,36.24495784344409,282
Congo Brazzaville,2005,9,37.90434683795288,131
Congo Brazzaville,2005,10,38.946619276336236,55
Congo Brazzaville,2005,11,37.645974455677,19
Congo Brazzaville,2005,12,37.37164641047308,8
Congo Brazzaville,2005,13,38.720402450101204,4
Congo Brazzaville,2005,14,42.999203866874375,3
Congo Brazzaville,2005,15,47.33333333333333,1
Congo Brazzaville,2011,1,19.297342433398054,7030
Congo Brazzaville,2011,2,22.523117233966396,5375
Congo Brazzaville,2011,3,25.223961888826928,3974
Congo Brazzaville,2011,4,27.584673908048416,2736
Congo Brazzaville,2011,5,29.598938319272154,1790
Congo Brazzaville,2011,6,31.121461424287542,1095
Congo Brazzaville,2011,7,32.90274422321444,636
Congo Brazzaville,2011,8,34.249974399513654,322
Congo Brazzaville,2011,9,35.1989140310176,129
Congo Brazzaville,2011,10,35.2275333326237,47
Congo Brazzaville,2011,11,37.32176155521399,14
Congo Brazzaville,2011,12,38.98665378098779,7
Congo Brazzaville,2011,13,40.14057074983249,5
Congo Brazzaville,2011,14,35.916666666666664,1
Congo Brazzaville,2011,NA,27.30721275248188,8787
Congo Democratic Republic,2007,1,19.64437568228808,7148
Congo Democratic Republic,2007,2,22.309125016574495,5837
Congo Democratic Republic,2007,3,24.89240689931755,4657
Congo Democratic Republic,2007,4,27.278383177398236,3643
Congo Democratic Republic,2007,5,29.58401434820728,2788
Congo Democratic Republic,2007,6,31.70384042757876,2013
Congo Democratic Republic,2007,7,33.28919971705644,1404
Congo Democratic Republic,2007,8,34.9433708578927,944
Congo Democratic Republic,2007,9,36.25733898912022,569
Congo Democratic Republic,2007,10,37.76381093977579,313
Congo Democratic Republic,2007,11,39.34294422500066,152
Congo Democratic Republic,2007,12,40.95408985958917,60
Congo Democratic Republic,2007,13,41.028733694401026,12
Congo Democratic Republic,2007,14,41.57128104709213,5
Congo Democratic Republic,2007,15,41.55614152503596,2
Congo Democratic Republic,2007,16,43.083333333333336,1
Congo Democratic Republic,2013,1,19.68631027490836,14182
Congo Democratic Republic,2013,2,22.426027082479866,11619
Congo Democratic Republic,2013,3,24.849207526321223,9382
Congo Democratic Republic,2013,4,27.16650358360351,7441
Congo Democratic Republic,2013,5,29.328993721113378,5633
Congo Democratic Republic,2013,6,31.330887106682244,4153
Congo Democratic Republic,2013,7,33.20434563402584,2890
Congo Democratic Republic,2013,8,34.76563727518026,1842
Congo Democratic Republic,2013,9,36.21590584767885,1094
Congo Democratic Republic,2013,10,37.43466966390938,602
Congo Democratic Republic,2013,11,39.08789631920085,282
Congo Democratic Republic,2013,12,40.07153145806681,113
Congo Democratic Republic,2013,13,39.36842848537391,28
Congo Democratic Republic,2013,14,38.52416581792754,9
Congo Democratic Republic,2013,15,40.71918794818929,4
Congo Democratic Republic,2013,16,41.6878296266269,2
Benin,1996,1,19.532078164499048,4262
Benin,1996,2,22.12155273981921,3582
Benin,1996,3,24.57471259010849,2962
Benin,1996,4,26.909793216869502,2406
Benin,1996,5,29.18079485773679,1948
Benin,1996,6,31.31489936351685,1505
Benin,1996,7,33.2434418477375,1087
Benin,1996,8,35.1886056573098,749
Benin,1996,9,36.5569413192658,451
Benin,1996,10,37.684876872375455,230
Benin,1996,11,38.71173091757303,111
Benin,1996,12,39.38610209995412,39
Benin,1996,13,40.66834416212088,17
Benin,1996,14,40.47925467570921,6
Benin,1996,15,43.81077098975155,3
Benin,1996,16,42.5,1
Benin,2001,1,19.667325269014366,4612
Benin,2001,2,22.194655220807167,3777
Benin,2001,3,24.527905650305225,3043
Benin,2001,4,26.802630640465786,2436
Benin,2001,5,28.957331173576673,1856
